Tiempo (s),X,Y,Z
1783.4420000002224,0.025329000000000004,0.029589999999999998,0.050988000000000006
1783.6140000002224,0.024933000000000004,0.03712,0.051987000000000005
1783.7860000002224,0.023493,0.039420000000000004,0.050535
1783.9580000002225,0.02283,0.03767,0.051363000000000006
1784.1300000002225,0.023268,0.03044,0.054488999999999996
1784.3020000002225,0.024327,0.01528,0.055659
1784.4740000002225,0.024534,-9e-05,0.051576
1784.6460000002226,0.023739,-0.01052,0.046308
1784.8180000002226,0.022335,-0.01027,0.043608
1784.9900000002226,0.020484,-0.00010999999999999999,0.044187000000000004
1785.1620000002226,0.018762,0.02094,0.044763
1785.3340000002227,0.017426999999999998,0.04116,0.044475
1785.5060000002227,0.016404,0.043699999999999996,0.045297
1785.6780000002227,0.01524,0.021150000000000002,0.049392
1785.8500000002227,0.013425,-0.01107,0.055578
1786.0220000002228,0.012957,-0.02961,0.060270000000000004
1786.1940000002228,0.015066000000000001,-0.02826,0.062856
1786.3660000002228,0.019053,-0.01506,0.064548
1786.5380000002228,0.02127,0.00244,0.067248
1786.7100000002229,0.019424999999999998,0.02271,0.070998
1786.882000000223,0.015,0.04099,0.075126
1787.054000000223,0.011622,0.0487,0.07813200000000001
1787.226000000223,0.011583,0.03995,0.07897799999999999
1787.398000000223,0.013611000000000002,0.02134,0.077628
1787.570000000223,0.015195,0.0049700000000000005,0.072948
1787.742000000223,0.014967000000000001,-0.0037,0.06704399999999999
1787.914000000223,0.013028999999999999,-0.00873,0.062655
1788.086000000223,0.011366999999999999,-0.01418,0.061316999999999997
1788.258000000223,0.011373000000000001,-0.02479,0.060759
1788.4300000002231,0.012419999999999999,-0.029949999999999997,0.058752
1788.6020000002231,0.01266,-0.01815,0.056673
1788.7740000002232,0.011585999999999999,0.01133,0.057696
1788.9460000002232,0.009381,0.037000000000000005,0.061947
1789.1180000002232,0.007428,0.03293,0.06634200000000001
1789.2900000002232,0.007305000000000001,0.00361,0.066225
1789.4620000002233,0.009963,-0.02217,0.060987
1789.6340000002233,0.014838,-0.020370000000000003,0.052458000000000005
1789.8060000002233,0.019155,-0.00334,0.045642
1789.9780000002233,0.020061000000000002,0.0032899999999999995,0.044219999999999995
1790.1500000002234,0.018425999999999998,-0.00552,0.04953300000000001
1790.3220000002234,0.014985000000000002,-0.01867,0.05766299999999999
1790.4940000002234,0.011012999999999998,-0.03247,0.065241
1790.6660000002234,0.005991,-0.048190000000000004,0.069543
1790.8380000002235,0.002694,-0.06171,0.070035
1791.0100000002235,0.003939,-0.05572,0.067218
1791.1820000002235,0.009099,-0.029910000000000003,0.064668
1791.3540000002236,0.014207999999999998,0.005050000000000001,0.064002
1791.5260000002236,0.016653,0.02893,0.066168
1791.6980000002236,0.017379000000000002,0.032490000000000005,0.070074
1791.8700000002236,0.018288,0.01754,0.075891
1792.0420000002237,0.017433,-0.00232,0.08226
1792.2140000002237,0.015357,-0.01255,0.08321100000000001
1792.3860000002237,0.013059000000000001,-0.01093,0.07424700000000001
1792.5580000002237,0.013113,-0.00997,0.057564000000000004
1792.7300000002238,0.0147,-0.021970000000000003,0.043764
1792.9020000002238,0.015354,-0.04196,0.040881
1793.0740000002238,0.013995,-0.053489999999999996,0.048447000000000004
1793.2460000002238,0.012,-0.04944,0.058353
1793.4180000002239,0.011757,-0.04329,0.062703
1793.5900000002239,0.014030999999999998,-0.04998,0.06227100000000001
1793.762000000224,0.01752,-0.06087000000000001,0.062055
1793.934000000224,0.02046,-0.056369999999999996,0.063972
1794.106000000224,0.021786,-0.02824,0.06636
1794.278000000224,0.02097,0.007429999999999999,0.065484
1794.450000000224,0.018708000000000002,0.02727,0.062856
1794.622000000224,0.015651,0.023059999999999997,0.060762000000000004
1794.794000000224,0.013271999999999999,0.0033799999999999998,0.060363
1794.966000000224,0.011796,-0.01876,0.059165999999999996
1795.138000000224,0.011193,-0.03536,0.056922
1795.3100000002241,0.01023,-0.04169,0.054441
1795.4820000002242,0.009186,-0.03722,0.053003999999999996
1795.6540000002242,0.007968,-0.03456,0.051717
1795.8260000002242,0.008154,-0.04323,0.049719
1795.9980000002242,0.009747,-0.05394,0.048246
1796.1700000002243,0.012621,-0.04743,0.049269
1796.3420000002243,0.015507,-0.017589999999999998,0.053034
1796.5140000002243,0.01797,0.01769,0.057432000000000004
1796.6860000002243,0.020085000000000002,0.0312,0.058515000000000005
1796.8580000002244,0.022182,0.01662,0.055938
1797.0300000002244,0.024255,-0.00761,0.051183
1797.2020000002244,0.025995000000000004,-0.021310000000000003,0.04883699999999999
1797.3740000002244,0.026567999999999998,-0.01918,0.04962
1797.5460000002245,0.025566,-0.00904,0.050529000000000004
1797.7180000002245,0.022416000000000002,0.0061200000000000004,0.047367000000000006
1797.8900000002245,0.018237,0.02052,0.041052
1798.0620000002245,0.013842,0.027690000000000003,0.039276
1798.2340000002246,0.009816,0.0209,0.046035
1798.4060000002246,0.007062000000000001,0.00445,0.056715
1798.5780000002246,0.007221,-0.01137,0.063351
1798.7500000002246,0.011199,-0.02275,0.061554000000000005
1798.9220000002247,0.016356000000000002,-0.028999999999999998,0.055317000000000005
1799.0940000002247,0.018282,-0.02538,0.049118999999999996
1799.2660000002247,0.014634000000000001,-0.007699999999999999,0.04575
1799.4380000002247,0.008082,0.02051,0.044451000000000004
1799.6100000002248,0.004233,0.044879999999999996,0.044700000000000004
1799.7820000002248,0.006225,0.05009,0.047268
1799.9540000002248,0.012872999999999999,0.0318,0.051713999999999996
1800.1260000002248,0.019296,-0.00056,0.054618
1800.2980000002249,0.021072,-0.03189,0.052731
1800.470000000225,0.017808,-0.04922,0.046578
1800.642000000225,0.013086,-0.05086,0.041361
1800.814000000225,0.011001,-0.04768,0.0429
1800.986000000225,0.012237000000000001,-0.043109999999999996,0.051456
1801.158000000225,0.014472,-0.03646,0.06168900000000001
1801.330000000225,0.015729,-0.02682,0.066879
1801.502000000225,0.015846,-0.02192,0.06492300000000001
1801.674000000225,0.016164,-0.01898,0.059763000000000004
