Tiempo (s),X,Y,Z
1767.44600000022,0.01083,-0.00421,0.053472
1767.61800000022,0.0077009999999999995,-0.00056,0.053706000000000004
1767.79000000022,-0.000156,-0.00021999999999999998,0.055793999999999996
1767.96200000022,-0.00633,-0.00487,0.059142
1768.13400000022,-0.005925000000000001,-0.00882,0.058589999999999996
1768.3060000002201,-0.000147,-0.008409999999999999,0.052302
1768.4780000002202,0.006209999999999999,-0.010950000000000001,0.043854000000000004
1768.6500000002202,0.010227,-0.0247,0.039345
1768.8220000002202,0.01278,-0.04485,0.040086000000000004
1768.9940000002202,0.015312,-0.055529999999999996,0.044523
1769.1660000002203,0.018869999999999998,-0.05008,0.048915
1769.3380000002203,0.022173,-0.027989999999999998,0.054027000000000006
1769.5100000002203,0.023918999999999996,0.00334,0.060966
1769.6820000002203,0.023100000000000002,0.03718,0.068466
1769.8540000002204,0.019778999999999998,0.06058,0.072663
1770.0260000002204,0.015288,0.05867,0.07155
1770.1980000002204,0.012074999999999999,0.03314,0.06543
1770.3700000002204,0.011973,0.00015000000000000001,0.057711
1770.5420000002205,0.014286,-0.020130000000000002,0.051782999999999996
1770.7140000002205,0.016431,-0.02177,0.050889
1770.8860000002205,0.016665,-0.014679999999999999,0.05466599999999999
1771.0580000002205,0.016506,-0.00848,0.059865
1771.2300000002206,0.01689,-0.00987,0.061794
1771.4020000002206,0.016155,-0.01193,0.059127
1771.5740000002206,0.012867,-0.0025599999999999998,0.055175999999999996
1771.7460000002206,0.007272,0.02097,0.053796
1771.9180000002207,0.0016380000000000001,0.04382,0.056013
1772.0900000002207,-0.003324,0.04052,0.059337
1772.2620000002207,-0.006567,0.00962,0.062120999999999996
1772.4340000002207,-0.0056159999999999995,-0.02214,0.064245
1772.6060000002208,0.00041999999999999996,-0.028609999999999997,0.065763
1772.7780000002208,0.00942,-0.01384,0.06492600000000001
1772.9500000002208,0.017352,-0.00048,0.060597000000000005
1773.1220000002209,0.022182,-0.00034,0.054387
1773.2940000002209,0.023688,-0.00965,0.04947
1773.466000000221,0.021669,-0.02069,0.048755999999999994
1773.638000000221,0.018054,-0.03073,0.052569000000000005
1773.810000000221,0.014634000000000001,-0.03873,0.060477
1773.982000000221,0.013743,-0.03999,0.06950100000000001
1774.154000000221,0.015639,-0.03409,0.07342800000000001
1774.326000000221,0.018779999999999998,-0.023129999999999998,0.067467
1774.498000000221,0.02025,-0.01144,0.054288
1774.670000000221,0.019017,-0.00468,0.044073
1774.842000000221,0.017004000000000002,-0.00792,0.044325
1775.0140000002211,0.016239,-0.021779999999999997,0.053753999999999996
1775.1860000002212,0.016662,-0.03767,0.064683
1775.3580000002212,0.015635999999999997,-0.04273,0.070506
1775.5300000002212,0.012273,-0.02957,0.069549
1775.7020000002212,0.008262,-0.00567,0.066399
1775.8740000002213,0.006252,0.00971,0.06516
1776.0460000002213,0.007365,0.00404,0.06708
1776.2180000002213,0.010716,-0.02042,0.069693
1776.3900000002213,0.014270999999999999,-0.04647,0.072492
1776.5620000002214,0.015393,-0.05745,0.074103
1776.7340000002214,0.013881000000000001,-0.04963000000000001,0.074187
1776.9060000002214,0.012399,-0.028180000000000004,0.07053
1777.0780000002214,0.014043,-0.0015300000000000001,0.063681
1777.2500000002215,0.018639,0.01853,0.05740200000000001
1777.4220000002215,0.021398999999999998,0.020630000000000003,0.055965
1777.5940000002215,0.019689,0.00585,0.056688
1777.7660000002215,0.015261,-0.012310000000000001,0.05601
1777.9380000002216,0.013155,-0.024489999999999998,0.052302
1778.1100000002216,0.015057000000000001,-0.033839999999999995,0.047751
1778.2820000002216,0.01911,-0.040220000000000006,0.044766
1778.4540000002216,0.021837,-0.03658,0.042971999999999996
1778.6260000002217,0.02151,-0.02107,0.04179
1778.7980000002217,0.019575000000000002,-0.00883,0.041274
1778.9700000002217,0.01785,-0.01515,0.042
1779.1420000002217,0.018216,-0.030969999999999998,0.043641
1779.3140000002218,0.020196,-0.033960000000000004,0.045399
1779.4860000002218,0.022035,-0.01371,0.048957
1779.6580000002218,0.022044,0.01664,0.05394
1779.8300000002218,0.020265,0.02758,0.058082999999999996
1780.0020000002219,0.017979000000000002,0.01276,0.059808
1780.174000000222,0.01677,-0.011199999999999998,0.059556000000000005
1780.346000000222,0.016056,-0.01566,0.061227000000000004
1780.518000000222,0.014561999999999999,0.0019399999999999999,0.06481200000000001
1780.690000000222,0.011613,0.01734,0.06744599999999999
1780.862000000222,0.010059,0.01075,0.06583800000000001
1781.034000000222,0.012284999999999999,-0.014339999999999999,0.060321
1781.206000000222,0.018753,-0.03393,0.054092999999999995
1781.378000000222,0.025137,-0.034480000000000004,0.049673999999999996
1781.550000000222,0.027204,-0.02146,0.048864000000000005
1781.7220000002221,0.024027,-0.00838,0.052284
1781.8940000002221,0.018465,-0.009210000000000001,0.058971
1782.0660000002222,0.012816,-0.022269999999999998,0.06437999999999999
1782.2380000002222,0.009288,-0.03619,0.066612
1782.4100000002222,0.008763,-0.03706,0.064485
1782.5820000002223,0.011751000000000001,-0.02345,0.05932799999999999
1782.7540000002223,0.016308,-0.00639,0.051501000000000005
1782.9260000002223,0.020298,0.00377,0.044436
1783.0980000002223,0.022788000000000003,0.010499999999999999,0.042252
1783.2700000002224,0.024495000000000003,0.01865,0.046056
