Muestra;ADC
434;3975
435;3535
436;1747
437;331
438;224
439;1635
440;3411
441;4007
442;3015
443;1249
444;116
445;558
446;2235
447;3759
448;3863
449;2460
450;718
451;61
452;1037
453;2849
454;3978
455;3453
456;1847
457;300
458;229
459;1694
460;3345
461;4040
462;3055
463;1235
464;102
465;622
466;2231
467;3795
468;3855
469;2455
470;723
471;82
472;1041
473;2833
474;3996
475;3537
476;1854
477;332
478;223
479;1615
480;3419
481;4003
482;3032
483;1239
484;93
485;598
486;2250
487;3782
488;3849
489;2361
490;732
491;85
492;1050
493;2937
494;3982
495;3505
496;1735
497;338
498;223
499;1632
500;3363
501;4023
502;3037
503;1241
504;117
505;568
506;2249
507;3751
508;3807
509;2439
510;685
511;69
512;1110
513;2908
514;4009
515;3524
516;1819
517;262
518;235
519;1651
520;3388
521;4015
522;3053
523;1211
524;111
525;577
526;2253
527;3778
528;3861
529;2463
530;722
531;62
532;1047
533;2863
534;3988
535;3521
536;1719
537;318
538;246
539;1631
540;3456
541;4020
542;3021
543;1221
544;95
545;589
546;2333
547;3791
548;3793
549;2425
550;711
551;81
552;1065
553;2863
554;4008
555;3493
556;1815
557;328
558;252
559;1637
560;3384
561;3998
562;3025
563;1188
564;86
565;595
566;2309
567;3783
568;3795
569;2438
570;627
571;69
572;1073
573;2867
574;4004
575;3491
576;1811
577;264
578;239
579;1652
580;3386
581;4007
582;3018
583;1223
584;93
585;582
586;2257
587;3782
588;3847
589;2329
590;702
591;84
592;1066
593;2927
594;4005
595;3424
596;1817
597;310
598;285
599;1667
600;3391
601;4024
602;2949
603;1217
604;107
605;579
606;2268
607;3774
608;3854
609;2442
610;696
611;74
612;1077
613;2855
614;3992
615;3511
616;1827
617;266
618;234
619;1689
620;3367
621;4019
622;3045
623;1205
624;98
625;591
626;2286
627;3811
628;3852
629;2324
630;715
631;80
632;1071
633;2860
634;3981
635;3524
636;1844
637;318
638;235
639;1643
640;3363
641;4032
642;2941
643;1231
644;85
645;574
646;2272
647;3800
648;3843
649;2371
650;701
651;98
652;1063
653;2881
654;3987
655;3437
656;1813
657;307
658;278
659;1635
660;3383
661;4003
662;3023
663;1219
664;97
665;582
666;2254
667;3773
668;3849
669;2439
670;635
671;71
672;1107
673;2867
674;4005
675;3486
676;1725
677;309
678;253
679;1756
680;3392
681;4003
682;3037
683;1145
684;91
685;585
686;2269
687;3785
688;3855
689;2427
690;697
691;71
692;1068
693;2880
694;3985
695;3480
696;1809
697;306
698;280
699;1659
700;3430
701;4013
702;2943
703;1216
704;90
705;594
706;2291
707;3791
708;3795
709;2414
710;587
711;95
712;1075
713;2901
714;4006
715;3503
716;1795
717;317
718;238
719;1678
720;3419
721;4013
722;2983
723;1097
724;88
725;619
726;2323
727;3808
728;3815
729;2411
730;616
731;86
732;1197
733;2899
734;4004
735;3482
736;1700
737;302
738;253
739;1771
740;3415
741;3991
742;2980
743;1184
744;102
745;612
746;2323
747;3791
748;3848
749;2395
750;679
751;84
752;1095
753;2919
754;3999
755;3448
756;1732
757;239
758;260
759;1699
760;3499
761;4014
762;2983
763;1169
764;77
765;608
766;2315
767;3776
768;3821
769;2391
770;680
771;71
772;1114
773;2919
774;3989
775;3463
776;1763
777;305
778;265
779;1787
780;3409
781;4000
782;2987
783;1120
784;85
785;623
786;2318
787;3807
788;3831
789;2304
790;662
791;78
792;1133
793;2927
794;4003
795;3447
796;1751
797;299
798;277
799;1699
800;3423
801;4019
802;2971
803;1155
804;67
805;615
806;2359
807;3812
808;3810
809;2343
810;644
811;83
812;1125
813;3035
814;4007
815;3449
816;1752
817;237
818;267
819;1738
820;3508
821;3991
822;2961
823;1165
824;77
825;636
826;2351
827;3804
828;3823
829;2382
830;649
831;83
832;1223
833;2944
834;3991
835;3464
836;1669
837;256
838;326
839;1727
840;3436
841;3992
842;2952
843;1155
844;79
845;700
846;2343
847;3803
848;3827
849;2367
850;636
851;89
852;1138
853;2929
854;4002
855;3443
856;1729
857;265
858;266
859;1740
860;3527
861;3996
862;2915
863;1145
864;81
865;645
866;2367
867;3823
868;3817
869;2327
870;594
871;102
872;1253
873;2959
874;3999
875;3425
876;1723
877;265
878;285
879;1749
880;3441
881;3991
882;2935
883;1143
884;71
885;731
886;2381
887;3843
888;3810
889;2333
890;595
891;79
892;1237
893;2947
894;4025
895;3439
896;1691
897;258
898;323
899;1762
900;3475
901;3991
902;2944
903;1121
904;80
905;655
906;2395
907;3815
908;3799
909;2325
910;635
911;86
912;1153
913;3052
914;4002
915;3387
916;1693
917;243
918;318
919;1877
920;3490
921;4017
922;2824
923;1103
924;69
925;654
926;2476
927;3823
928;3795
929;2327
930;628
931;80
932;1164
933;2965
934;4014
935;3420
936;1706
937;265
938;292
939;1759
940;3484
941;3978
942;2927
943;1087
944;69
945;723
946;2379
947;3822
948;3801
949;2302
950;600
951;109
952;1187
953;3095
954;4000
955;3399
956;1674
957;252
958;302
959;1766
960;3485
961;4012
962;2899
963;1102
964;87
965;662
966;2510
967;3839
968;3774
969;2289
970;588
971;113
972;1195
973;3068
974;4011
975;3319
976;1691
977;249
978;292
979;1891
980;3505
981;3991
982;2816
983;1093
984;67
985;684
986;2428
987;3855
988;3795
989;2269
990;584
991;109
992;1220
993;3018
994;4026
995;3402
996;1619
997;249
998;363
999;1858
1000;3585
1001;3985
1002;2862
1003;980
1004;71
1005;705
1006;2439
1007;3875
1008;3786
1009;2241
1010;589
1011;110
1012;1225
1013;3023
1014;4008
1015;3396
1016;1623
1017;238
1018;333
1019;1842
1020;3513
1021;3987
1022;2748
1023;1046
1024;74
1025;721
1026;2532
1027;3839
1028;3768
1029;2247
1030;570
1031;113
1032;1331
1033;3045
1034;4042
1035;3347
1036;1624
1037;212
1038;344
1039;1858
1040;3511
1041;3959
1042;2839
1043;1031
1044;79
1045;727
1046;2471
1047;3899
1048;3763
1049;2201
1050;548
1051;100
1052;1283
1053;3075
1054;4020
1055;3351
1056;1489
1057;228
1058;334
1059;1863
1060;3596
1061;3982
1062;2801
1063;939
1064;61
1065;751
1066;2487
1067;3874
1068;3758
1069;2218
1070;559
1071;104
1072;1259
1073;3067
1074;4006
1075;3275
1076;1585
1077;208
1078;340
1079;1946
1080;3569
1081;3947
1082;2814
1083;1017
1084;56
1085;739
1086;2503
1087;3887
1088;3691
1089;2205
1090;525
1091;105
1092;1290
1093;3084
1094;4017
1095;3333
1096;1575
1097;196
1098;363
1099;1878
1100;3566
1101;3965
1102;2797
1103;915
1104;67
1105;797
1106;2515
1107;3911
1108;3727
1109;2161
1110;533
1111;125
1112;1314
1113;3158
1114;4015
1115;3237
1116;1539
1117;210
1118;387
1119;1924
1120;3565
1121;3985
1122;2773
1123;995
1124;56
1125;785
1126;2527
1127;3891
1128;3670
1129;2178
1130;490
1131;116
1132;1342
1133;3141
1134;4027
1135;3239
1136;1542
1137;148
1138;361
1139;1924
1140;3575
1141;3936
1142;2759
1143;956
1144;64
1145;793
1146;2566
1147;3891
1148;3718
1149;2151
1150;499
1151;129
1152;1313
1153;3101
1154;4011
1155;3314
1156;1435
1157;190
1158;384
1159;1930
1160;3635
1161;3951
1162;2652
1163;952
1164;68
1165;883
1166;2534
1167;3899
1168;3717
1169;2068
1170;503
1171;113
1172;1318
1173;3110
1174;4035
1175;3311
1176;1552
1177;208
1178;365
1179;1931
1180;3583
1181;3945
1182;2755
1183;963
1184;65
1185;790
1186;2582
1187;3893
1188;3685
1189;2180
1190;495
1191;121
1192;1338
1193;3127
1194;4019
1195;3283
1196;1419
1197;186
1198;369
1199;1934
1200;3583
1201;3959
1202;2777
1203;966
1204;53
1205;793
1206;2559
1207;3902
1208;3723
1209;2043
1210;511
1211;140
1212;1348
1213;3138
1214;4019
1215;3310
1216;1465
1217;187
1218;430
1219;1911
1220;3595
1221;3963
1222;2663
1223;967
1224;58
1225;857
1226;2560
1227;3902
1228;3703
1229;2168
1230;496
1231;131
1232;1323
1233;3125
1234;4031
1235;3320
1236;1543
1237;162
1238;384
1239;1976
1240;3580
1241;3939
1242;2723
1243;897
1244;69
1245;788
1246;2636
1247;3879
1248;3710
1249;2168
1250;465
1251;120
1252;1331
1253;3102
1254;4025
1255;3303
1256;1551
1257;204
1258;372
1259;1929
1260;3559
1261;3967
1262;2771
1263;990
1264;76
1265;851
1266;2523
1267;3905
1268;3744
1269;2104
1270;537
1271;133
1272;1298
1273;3086
1274;4027
1275;3248
1276;1542
1277;176
1278;375
1279;1911
1280;3600
1281;3992
1282;2775
1283;995
1284;71
1285;757
1286;2528
1287;3893
1288;3728
1289;2185
1290;472
1291;135
1292;1349
1293;3117
1294;4016
1295;3304
1296;1543
1297;176
1298;353
1299;2005
1300;3553
1301;3962
1302;2783
1303;908
1304;64
1305;792
1306;2617
1307;3881
1308;3726
1309;2169
1310;512
1311;132
1312;1309
1313;3093
1314;4042
1315;3338
1316;1574
1317;199
1318;429
1319;1913
1320;3583
1321;3973
1322;2727
1323;939
1324;52
1325;787
1326;2545
1327;3911
1328;3726
1329;2171
1330;518
1331;142
1332;1310
1333;3111
1334;4025
1335;3320
1336;1569
1337;198
1338;380
1339;1907
1340;3572
1341;3972
1342;2793
1343;980
1344;59
1345;773
1346;2641
1347;3897
1348;3711
1349;2174
1350;449
1351;111
1352;1345
1353;3103
1354;4011
1355;3283
1356;1467
1357;197
1358;444
1359;1951
1360;3571
1361;3970
1362;2754
1363;973
1364;72
1365;786
1366;2545
1367;3911
1368;3703
1369;2139
1370;510
1371;156
1372;1322
1373;3143
1374;4031
1375;3289
1376;1504
1377;182
1378;419
1379;1919
1380;3656
1381;3955
1382;2760
1383;985
1384;47
1385;786
1386;2566
1387;3916
1388;3710
1389;2129
1390;483
1391;129
1392;1343
1393;3128
1394;4021
1395;3302
1396;1560
1397;189
1398;365
1399;2039
1400;3571
1401;3935
1402;2743
1403;903
1404;61
1405;876
1406;2570
1407;3896
1408;3639
1409;2167
1410;506
1411;118
1412;1394
1413;3116
1414;4015
1415;3303
1416;1547
1417;190
1418;382
1419;1925
1420;3569
1421;3971
1422;2771
1423;984
1424;64
1425;777
1426;2532
1427;3916
1428;3731
1429;2143
1430;524
1431;140
1432;1302
1433;3121
1434;4031
1435;3303
1436;1519
1437;180
1438;380
1439;2025
1440;3571
1441;3976
1442;2752
1443;988
1444;60
1445;779
1446;2518
1447;3883
1448;3713
1449;2177
1450;525
1451;132
1452;1408
1453;3107
1454;4041
1455;3304
1456;1542
1457;177
1458;373
1459;1981
1460;3567
1461;3951
1462;2791
1463;985
1464;54
1465;841
1466;2533
1467;3886
1468;3681
1469;2188
1470;519
1471;128
1472;1312
1473;3101
1474;4045
1475;3314
1476;1558
1477;211
1478;360
1479;1903
1480;3619
1481;3950
1482;2748
1483;979
1484;64
1485;816
1486;2638
1487;3896
1488;3711
1489;2074
1490;508
1491;122
1492;1320
1493;3175
1494;4030
1495;3295
1496;1572
1497;214
1498;363
1499;1920
1500;3581
1501;3982
1502;2774
1503;979
1504;62
1505;785
1506;2541
1507;3897
1508;3652
1509;2159
1510;480
1511;108
1512;1375
1513;3107
1514;4038
1515;3301
1516;1523
1517;193
1518;421
1519;1943
1520;3649
1521;3971
1522;2773
1523;965
1524;58
1525;781
1526;2551
1527;3891
1528;3708
1529;2172
1530;502
1531;136
1532;1333
1533;3195
1534;4032
1535;3270
1536;1527
1537;190
1538;405
1539;1949
1540;3637
1541;3950
1542;2639
1543;951
1544;56
1545;787
1546;2665
1547;3904
1548;3694
1549;2047
1550;493
1551;124
1552;1347
1553;3142
1554;4025
1555;3294
1556;1515
1557;197
1558;373
1559;1939
1560;3582
1561;3916
1562;2734
1563;931
1564;74
1565;867
1566;2619
1567;3923
1568;3683
1569;2136
1570;431
1571;126
1572;1365
1573;3149
1574;4035
1575;3296
1576;1501
1577;190
1578;390
1579;1978
1580;3614
1581;3963
1582;2743
1583;949
1584;48
1585;808
1586;2596
1587;3904
1588;3682
1589;2007
1590;491
1591;140
1592;1354
1593;3200
1594;4027
1595;3270
1596;1505
1597;188
1598;400
1599;2059
1600;3619
1601;3925
1602;2723
1603;934
1604;61
1605;813
1606;2589
1607;3915
1608;3695
1609;2129
1610;484
1611;140
1612;1342
1613;3162
1614;4028
1615;3259
1616;1478
1617;191
1618;409
1619;2013
1620;3614
1621;3923
1622;2732
1623;841
1624;52
1625;809
1626;2578
1627;3939
1628;3701
1629;2118
1630;438
1631;141
1632;1353
1633;3143
1634;4037
1635;3279
1636;1529
1637;196
1638;398
1639;1969
1640;3596
1641;3961
1642;2664
1643;951
1644;69
1645;811
1646;2624
1647;3911
1648;3639
1649;2138
1650;491
1651;159
1652;1335
1653;3121
1654;4028
1655;3242
1656;1523
1657;186
1658;382
1659;1941
1660;3575
1661;3966
1662;2769
1663;967
1664;57
1665;805
1666;2557
1667;3897
1668;3703
1669;2141
1670;439
1671;130
1672;1363
1673;3117
1674;4014
1675;3321
1676;1525
1677;199
1678;374
1679;1958
1680;3629
1681;3960
1682;2660
1683;950
1684;54
1685;800
1686;2551
1687;3891
1688;3711
1689;2178
1690;511
1691;122
1692;1307
1693;3105
1694;4019
1695;3249
1696;1548
1697;183
1698;379
1699;1927
1700;3583
1701;3967
1702;2715
1703;984
1704;75
1705;772
1706;2531
1707;3882
1708;3668
1709;2172
1710;523
1711;139
1712;1293
1713;3108
1714;4019
1715;3335
1716;1574
1717;216
1718;357
1719;1900
1720;3569
1721;3956
1722;2807
1723;924
1724;61
1725;802
1726;2519
1727;3922
1728;3707
1729;2070
1730;517
1731;112
1732;1395
1733;3100
1734;4032
1735;3336
1736;1487
1737;199
1738;374
1739;1885
1740;3542
1741;3962
1742;2814
1743;1015
1744;59
1745;759
1746;2515
1747;3880
1748;3719
1749;2211
1750;527
1751;144
1752;1286
1753;3121
1754;4033
1755;3267
1756;1590
1757;209
1758;348
1759;1890
1760;3578
1761;3961
1762;2803
1763;917
1764;56
1765;760
1766;2519
1767;3880
1768;3729
1769;2214
1770;532
1771;110
1772;1289
1773;3080
1774;4014
1775;3332
1776;1504
1777;226
1778;362
1779;1886
1780;3549
1781;3977
1782;2812
1783;962
1784;82
1785;834
1786;2488
1787;3870
1788;3746
1789;2136
1790;537
1791;106
1792;1350
1793;3077
1794;4013
1795;3353
1796;1607
1797;218
1798;327
1799;1883
1800;3527
1801;3970
1802;2812
1803;1019
1804;64
1805;727
1806;2519
1807;3881
1808;3702
1809;2180
1810;478
1811;120
1812;1277
1813;3155
1814;4029
1815;3336
1816;1590
1817;180
1818;347
1819;1899
1820;3549
1821;3981
1822;2825
1823;1027
1824;70
1825;749
1826;2488
1827;3874
1828;3754
1829;2187
1830;535
1831;103
1832;1379
1833;3064
1834;4019
1835;3356
1836;1508
1837;211
1838;364
1839;1890
1840;3544
1841;3967
1842;2748
1843;1014
1844;58
1845;759
1846;2510
1847;3878
1848;3740
1849;2207
1850;539
1851;111
1852;1285
1853;3068
1854;4007
1855;3343
1856;1573
1857;189
1858;350
1859;1912
1860;3563
1861;3971
1862;2774
1863;1015
1864;58
1865;747
1866;2618
1867;3870
1868;3719
1869;2195
1870;484
1871;108
1872;1295
1873;3162
1874;4013
1875;3311
1876;1577
1877;212
1878;361
1879;1903
1880;3547
1881;3985
1882;2803
1883;997
1884;64
1885;853
1886;2513
1887;3916
1888;3719
1889;2130
1890;494
1891;138
1892;1318
1893;3096
1894;4023
1895;3311
1896;1560
1897;216
1898;398
1899;1885
1900;3594
1901;3959
1902;2798
1903;987
1904;61
1905;755
1906;2523
1907;3892
1908;3703
1909;2175
1910;512
1911;119
1912;1300
1913;3185
1914;4020
1915;3280
1916;1556
1917;169
1918;369
1919;1921
1920;3558
1921;3967
1922;2754
1923;915
1924;64
1925;869
1926;2519
1927;3885
1928;3701
1929;2161
1930;517
1931;123
1932;1307
1933;3104
1934;4023
1935;3323
1936;1563
1937;190
1938;421
1939;1929
1940;3610
1941;3979
1942;2747
1943;945
1944;66
1945;838
1946;2525
1947;3929
1948;3719
1949;2162
1950;515
1951;139
1952;1319
1953;3144
1954;4019
1955;3323
1956;1527
1957;186
1958;363
1959;1939
1960;3579
1961;3947
1962;2759
1963;979
1964;73
1965;790
1966;2651
1967;3889
1968;3671
1969;2154
1970;459
1971;130
1972;1444
1973;3141
1974;4011
1975;3217
1976;1511
1977;193
1978;388
1979;2027
1980;3591
1981;3976
1982;2756
1983;968
1984;55
1985;785
1986;2571
1987;3878
1988;3695
1989;2134
1990;501
1991;130
1992;1345
1993;3122
1994;4027
1995;3289
1996;1498
1997;181
1998;438
1999;1943
2000;3613
2001;3967
2002;2743
2003;943
2004;54
2005;807
2006;2696
2007;3895
2008;3701
2009;2126
2010;497
2011;130
2012;1348
2013;3123
2014;4038
2015;3291
2016;1521
2017;197
2018;381
2019;2060
2020;3599
2021;3950
2022;2739
2023;942
2024;61
2025;811
2026;2641
2027;3903
2028;3648
2029;2140
2030;480
2031;125
2032;1437
2033;3159
2034;4024
2035;3210
2036;1513
2037;177
2038;395
2039;1964
2040;3591
2041;3959
2042;2743
2043;962
2044;55
2045;810
2046;2555
2047;3919
2048;3712
2049;2111
2050;490
2051;137
2052;1403
2053;3245
2054;4032
2055;3283
2056;1409
2057;195
2058;391
2059;1971
2060;3645
2061;3959
2062;2744
2063;961
2064;50
2065;812
2066;2579
2067;3889
2068;3720
2069;2129
2070;493
2071;125
2072;1345
2073;3150
2074;4025
2075;3206
2076;1511
2077;173
2078;387
2079;2024
2080;3580
2081;3955
2082;2746
2083;945
2084;69
2085;880
2086;2583
2087;3939
2088;3693
2089;2131
2090;495
2091;119
2092;1324
2093;3127
2094;4017
2095;3279
2096;1532
2097;187
2098;387
2099;1942
2100;3658
2101;3976
2102;2727
2103;963
2104;50
2105;819
2106;2569
2107;3919
2108;3717
2109;2029
2110;518
2111;119
2112;1318
2113;3187
2114;4031
2115;3304
2116;1456
2117;192
2118;371
2119;1919
2120;3569
2121;3992
2122;2776
2123;977
2124;80
2125;789
2126;2533
2127;3901
2128;3653
2129;2145
2130;464
2131;117
2132;1397
2133;3166
2134;4014
2135;3297
2136;1546
2137;162
2138;375
2139;1939
2140;3586
2141;3951
2142;2767
2143;963
2144;58
2145;793
2146;2534
2147;3889
2148;3723
2149;2167
2150;522
2151;130
2152;1320
2153;3111
2154;4013
2155;3303
2156;1454
2157;190
2158;396
2159;1929
2160;3629
2161;3953
2162;2739
2163;969
2164;60
2165;809
2166;2611
2167;3883
2168;3639
2169;2164
2170;506
2171;139
2172;1319
2173;3119
2174;4036
2175;3300
2176;1556
2177;208
2178;374
2179;1939
2180;3567
2181;3919
2182;2772
2183;933
2184;53
2185;795
2186;2592
2187;3896
2188;3671
2189;2149
2190;445
2191;128
2192;1350
2193;3115
2194;4007
2195;3293
2196;1511
2197;162
2198;378
2199;1956
2200;3607
2201;3955
2202;2745
2203;964
2204;56
2205;799
2206;2577
2207;3898
2208;3694
2209;2041
2210;490
2211;150
2212;1361
2213;3192
2214;4037
2215;3185
2216;1504
2217;200
2218;463
2219;1958
2220;3612
2221;3955
2222;2653
2223;939
2224;58
2225;801
2226;2591
2227;3910
2228;3699
2229;2127
2230;502
2231;129
2232;1359
2233;3150
2234;4027
2235;3255
2236;1507
2237;163
2238;384
2239;2001
2240;3601
2241;3938
2242;2741
2243;942
2244;53
2245;825
2246;2604
2247;3935
2248;3683
2249;1991
2250;493
2251;143
2252;1374
2253;3162
2254;4039
2255;3293
2256;1495
2257;176
2258;396
2259;1961
2260;3601
2261;3951
2262;2631
2263;939
2264;71
2265;821
2266;2592
2267;3908
2268;3714
2269;2037
2270;480
2271;163
2272;1340
2273;3158
2274;4030
2275;3187
2276;1501
2277;169
2278;443
2279;1959
2280;3624
2281;3972
2282;2746
2283;940
2284;52
2285;809
2286;2566
2287;3911
2288;3712
2289;2141
2290;443
2291;131
2292;1393
2293;3137
2294;4036
2295;3227
2296;1413
2297;172
2298;391
2299;2080
2300;3613
2301;3963
2302;2730
2303;877
2304;70
2305;823
2306;2574
2307;3899
2308;3699
2309;2139
2310;476
2311;123
2312;1370
2313;3155
2314;4007
2315;3261
2316;1515
2317;171
2318;453
2319;1969
2320;3646
2321;3960
2322;2643
2323;933
2324;61
2325;821
2326;2596
2327;3895
2328;3651
2329;2098
2330;408
2331;143
2332;1361
2333;3155
2334;4049
2335;3273
2336;1499
2337;181
2338;391
2339;1975
2340;3598
2341;3961
2342;2728
2343;846
2344;47
2345;853
2346;2613
2347;3921
2348;3682
2349;2107
2350;424
2351;146
2352;1468
2353;3149
2354;4017
2355;3272
2356;1411
2357;188
2358;404
2359;2073
2360;3599
2361;3953
2362;2709
2363;940
2364;58
2365;828
2366;2600
2367;3911
2368;3697
2369;2103
2370;483
2371;157
2372;1374
2373;3177
2374;4021
2375;3202
2376;1442
2377;150
2378;405
2379;1979
2380;3675
2381;3953
2382;2718
2383;940
2384;69
2385;809
2386;2593
2387;3902
2388;3709
2389;2106
2390;478
2391;130
2392;1368
2393;3150
2394;4009
2395;3263
2396;1497
2397;193
2398;400
2399;2083
2400;3608
2401;3944
2402;2744
2403;879
2404;61
2405;821
2406;2585
2407;3921
2408;3682
2409;2052
2410;468
2411;164
2412;1374
2413;3147
2414;4017
2415;3279
2416;1499
2417;186
2418;398
2419;1971
2420;3619
2421;3947
2422;2735
2423;933
2424;59
2425;829
2426;2636
2427;3921
2428;3663
2429;2069
2430;479
2431;169
2432;1372
2433;3247
2434;4023
2435;3247
2436;1489
2437;140
2438;398
2439;2023
2440;3685
2441;3939
2442;2705
2443;920
2444;59
2445;830
2446;2613
2447;3895
2448;3680
2449;2091
2450;459
2451;149
2452;1480
2453;3173
2454;4031
2455;3236
2456;1399
2457;146
2458;500
2459;2015
2460;3630
2461;3897
2462;2692
2463;880
2464;59
2465;915
2466;2638
2467;3950
2468;3680
2469;2072
2470;459
2471;147
2472;1411
2473;3194
2474;4019
2475;3225
2476;1433
2477;140
2478;444
2479;2049
2480;3697
2481;3933
2482;2610
2483;875
2484;68
2485;879
2486;2685
2487;3929
2488;3623
2489;2028
2490;394
2491;154
2492;1541
2493;3231
2494;4023
2495;3186
2496;1437
2497;149
2498;428
2499;2050
2500;3645
2501;3943
2502;2651
2503;889
2504;49
2505;951
2506;2653
2507;3954
2508;3639
2509;2033
2510;423
2511;168
2512;1519
2513;3209
2514;4012
2515;3193
2516;1411
2517;139
2518;502
2519;2051
2520;3668
2521;3897
2522;2645
2523;847
2524;55
2525;884
2526;2678
2527;3919
2528;3652
2529;2045
2530;433
2531;165
2532;1445
2533;3301
2534;4035
2535;3182
2536;1426
2537;137
2538;464
2539;2158
2540;3654
2541;3932
2542;2540
2543;869
2544;53
2545;889
2546;2737
2547;3919
2548;3653
2549;2033
2550;426
2551;167
2552;1423
2553;3217
2554;4029
2555;3224
2556;1409
2557;164
2558;458
2559;2060
2560;3671
2561;3889
2562;2659
2563;846
2564;53
2565;935
2566;2663
2567;3934
2568;3648
2569;2030
2570;433
2571;175
2572;1448
2573;3303
2574;4040
2575;3187
2576;1418
2577;162
2578;445
2579;2037
2580;3641
2581;3930
2582;2648
2583;877
2584;65
2585;890
2586;2767
2587;3918
2588;3627
2589;2011
2590;432
2591;178
2592;1469
2593;3290
2594;4030
2595;3115
2596;1421
2597;151
2598;435
2599;2159
2600;3671
2601;3936
2602;2553
2603;861
2604;62
2605;899
2606;2689
2607;3934
2608;3647
2609;2019
2610;425
2611;152
2612;1438
2613;3212
2614;4023
2615;3211
2616;1395
2617;153
2618;507
2619;2111
2620;3716
2621;3910
2622;2639
2623;774
2624;60
2625;887
2626;2675
2627;3955
2628;3640
2629;2007
2630;439
2631;161
2632;1446
2633;3228
2634;4025
2635;3183
2636;1412
2637;139
2638;436
2639;2065
2640;3667
2641;3933
2642;2538
