Muestra;ADC
598;2391
599;86
600;1675
601;3985
602;2396
603;77
604;1723
605;3997
606;2365
607;96
608;1729
609;4032
610;2375
611;66
612;1710
613;4040
614;2385
615;75
616;1723
617;4002
618;2329
619;75
620;1746
621;4017
622;2359
623;82
624;1757
625;4009
626;2357
627;77
628;1727
629;3991
630;2376
631;92
632;1732
633;4002
634;2195
635;83
636;1784
637;4017
638;2318
639;69
640;1743
641;4027
642;2344
643;88
644;1733
645;4013
646;2354
647;68
648;1772
649;4020
650;2172
651;73
652;1783
653;4012
654;2330
655;72
656;1757
657;4004
658;2307
659;80
660;1777
661;4019
662;2151
663;71
664;1827
665;4025
666;2179
667;68
668;1976
669;4013
670;2283
671;57
672;1805
673;4021
674;2295
675;54
676;1783
677;4010
678;2321
679;86
680;1797
681;4005
682;2286
683;79
684;1807
685;4017
686;2273
687;78
688;1799
689;4031
690;2104
691;69
692;1879
693;3999
694;2153
695;74
696;1854
697;4007
698;2261
699;66
700;1947
701;4008
702;2063
703;64
704;1852
705;4040
706;2250
707;78
708;1829
709;4019
710;2250
711;77
712;1849
713;4028
714;2233
715;47
716;1854
717;4046
718;2217
719;53
720;1923
721;4027
722;2088
723;67
724;2059
725;4022
726;2187
727;51
728;2035
729;4014
730;2176
731;49
732;1897
733;4015
734;2161
735;73
736;1905
737;4017
738;2147
739;71
740;1921
741;4019
742;2162
743;46
744;1947
745;4042
746;2129
747;67
748;2040
749;4034
750;2125
751;50
752;2153
753;4032
754;2112
755;60
756;2105
757;4023
758;2089
759;52
760;1972
761;4025
762;2090
763;48
764;1989
765;4033
766;2071
767;69
768;2031
769;4023
770;2057
771;52
772;2007
773;4015
774;2071
775;64
776;2001
777;4025
778;2051
779;57
780;2055
781;4038
782;2052
783;51
784;2044
785;4019
786;2032
787;59
788;2031
789;4038
790;2025
791;61
792;2047
793;4019
794;2030
795;51
796;2223
797;4023
798;1956
799;73
800;2095
801;4039
802;2003
803;71
804;2069
805;4015
806;2000
807;71
808;2081
809;4013
810;1994
811;69
812;2263
813;4015
814;1971
815;65
816;2113
817;4044
818;1979
819;72
820;2114
821;4046
822;1955
823;71
824;2283
825;4037
826;1895
827;62
828;2235
829;4031
830;1763
831;82
832;2151
833;3995
834;1949
835;82
836;2135
837;4003
838;1965
839;58
840;2137
841;4019
842;1950
843;67
844;2137
845;4019
846;1953
847;71
848;2152
849;4036
850;1927
851;57
852;2319
853;4025
854;1861
855;48
856;2291
857;4032
858;1909
859;61
860;2180
861;4015
862;1785
863;68
864;2354
865;4019
866;1929
867;61
868;2166
869;4027
870;1924
871;62
872;2155
873;4017
874;1902
875;75
876;2195
877;3996
878;1919
879;57
880;2198
881;4026
882;1837
883;65
884;2332
885;4030
886;1699
887;56
888;2212
889;4025
890;1735
891;58
892;2227
893;4001
894;1877
895;81
896;2223
897;4007
898;1848
899;77
900;2243
901;4015
902;1857
903;64
904;2219
905;3994
906;1838
907;78
908;2249
909;4017
910;1761
911;65
912;2286
913;4009
914;1629
915;64
916;2275
917;3997
918;1676
919;71
920;2318
921;4003
922;1820
923;69
924;2279
925;4019
926;1811
927;81
928;2291
929;4020
930;1773
931;89
932;2305
933;3981
934;1802
935;99
936;2289
937;3992
938;1773
939;76
940;2316
941;4007
942;1737
943;104
944;2345
945;3957
946;1733
947;71
948;2368
949;4004
950;1757
951;90
952;2343
953;3999
954;1756
955;83
956;2345
957;3991
958;1578
959;83
960;2399
961;3987
962;1705
963;96
964;2371
965;4000
966;1751
967;135
968;2348
969;4015
970;1742
971;128
972;2377
973;3987
974;1557
975;92
976;2391
977;4011
978;1707
979;91
980;2380
981;4002
982;1715
983;90
984;2363
985;3983
986;1545
987;82
988;2456
989;4003
990;1574
991;113
992;2573
993;3975
994;1679
995;131
996;2397
997;4017
998;1679
999;114
1000;2403
1001;4004
1002;1685
1003;97
1004;2424
1005;3993
1006;1664
1007;87
1008;2420
1009;3977
1010;1669
1011;106
1012;2440
1013;3982
1014;1481
1015;107
1016;2515
1017;3983
1018;1496
1019;114
1020;2493
1021;3971
1022;1618
1023;110
1024;2595
1025;3963
1026;1407
1027;122
1028;2473
1029;3963
1030;1614
1031;118
1032;2468
1033;3977
1034;1619
1035;116
1036;2486
1037;3963
1038;1584
1039;158
1040;2509
1041;3953
1042;1566
1043;130
1044;2550
1045;3992
1046;1463
1047;120
1048;2691
1049;3976
1050;1543
1051;103
1052;2679
1053;3971
1054;1519
1055;165
1056;2530
1057;3971
1058;1523
1059;121
1060;2548
1061;3973
1062;1537
1063;122
1064;2546
1065;3950
1066;1539
1067;188
1068;2584
1069;3944
1070;1511
1071;177
1072;2658
1073;3900
1074;1474
1075;149
1076;2777
1077;3938
1078;1486
1079;131
1080;2736
1081;3950
1082;1439
1083;129
1084;2608
1085;3955
1086;1475
1087;151
1088;2623
1089;3941
1090;1460
1091;148
1092;2649
1093;3927
1094;1451
1095;217
1096;2624
1097;3928
1098;1445
1099;187
1100;2643
1101;3932
1102;1437
1103;153
1104;2691
1105;3888
1106;1407
1107;224
1108;2691
1109;3911
1110;1383
1111;174
1112;2681
1113;3924
1114;1399
1115;154
1116;2672
1117;3927
1118;1399
1119;158
1120;2845
1121;3911
1122;1334
1123;165
1124;2715
1125;3898
1126;1394
1127;221
1128;2694
1129;3866
1130;1405
1131;170
1132;2693
1133;3860
1134;1371
1135;193
1136;2854
1137;3923
1138;1359
1139;173
1140;2720
1141;3908
1142;1372
1143;190
1144;2727
1145;3912
1146;1357
1147;188
1148;2883
1149;3886
1150;1313
1151;192
1152;2836
1153;3884
1154;1192
1155;182
1156;2737
1157;3840
1158;1339
1159;188
1160;2760
1161;3849
1162;1355
1163;187
1164;2739
1165;3896
1166;1329
1167;195
1168;2761
1169;3889
1170;1329
1171;193
1172;2769
1173;3902
1174;1340
1175;201
1176;2931
1177;3898
1178;1273
1179;187
1180;2880
1181;3891
1182;1305
1183;198
1184;2793
1185;3885
1186;1180
1187;195
1188;2952
1189;3896
1190;1292
1191;206
1192;2775
1193;3885
1194;1313
1195;193
1196;2763
1197;3889
1198;1297
1199;210
1200;2801
1201;3822
1202;1279
1203;229
1204;2797
1205;3860
1206;1231
1207;211
1208;2907
1209;3889
1210;1093
1211;225
1212;2835
1213;3900
1214;1143
1215;202
1216;2832
1217;3797
1218;1284
1219;214
1220;2828
1221;3878
1222;1246
1223;218
1224;2831
1225;3865
1226;1266
1227;227
1228;2827
1229;3800
1230;1257
1231;253
1232;2843
1233;3812
1234;1180
1235;303
1236;2852
1237;3847
1238;1063
1239;236
1240;2881
1241;3861
1242;1102
1243;217
1244;2904
1245;3847
1246;1236
1247;252
1248;2872
1249;3855
1250;1217
1251;255
1252;2898
1253;3854
1254;1177
1255;256
1256;2886
1257;3780
1258;1195
1259;283
1260;2873
1261;3767
1262;1197
1263;273
1264;2887
1265;3848
1266;1161
1267;327
1268;2926
1269;3729
1270;1151
1271;264
1272;2932
1273;3823
1274;1162
1275;269
1276;2916
1277;3820
1278;1167
1279;274
1280;2923
1281;3825
1282;1001
1283;265
1284;3000
1285;3805
1286;1124
1287;313
1288;2940
1289;3759
1290;1145
1291;381
1292;2954
1293;3805
1294;1148
1295;349
1296;2970
1297;3791
1298;983
1299;291
1300;2975
1301;3800
1302;1106
1303;292
1304;2971
1305;3799
1306;1109
1307;306
1308;2983
1309;3777
1310;953
1311;317
1312;3058
1313;3779
1314;980
1315;353
1316;3171
1317;3781
1318;1071
1319;422
1320;3022
1321;3776
1322;1063
1323;392
1324;3023
1325;3737
1326;1052
1327;319
1328;3036
1329;3751
1330;1040
1331;316
1332;3043
1333;3769
1334;1033
1335;343
1336;3042
1337;3744
1338;901
1339;324
1340;3115
1341;3756
1342;919
1343;323
1344;3069
1345;3751
1346;1007
1347;349
1348;3186
1349;3747
1350;861
1351;353
1352;3087
1353;3728
1354;987
1355;345
1356;3089
1357;3744
1358;995
1359;356
1360;3103
1361;3719
1362;974
1363;472
1364;3123
1365;3681
1366;961
1367;392
1368;3198
1369;3712
1370;853
1371;373
1372;3310
1373;3695
1374;935
1375;397
1376;3271
1377;3671
1378;915
1379;486
1380;3161
1381;3667
1382;900
1383;402
1384;3191
1385;3674
1386;894
1387;419
1388;3183
1389;3655
1390;915
1391;531
1392;3197
1393;3615
1394;883
1395;505
1396;3268
1397;3542
1398;879
1399;430
1400;3349
1401;3651
1402;855
1403;447
1404;3319
1405;3645
1406;835
1407;450
1408;3211
1409;3652
1410;864
1411;458
1412;3223
1413;3630
1414;823
1415;477
1416;3279
1417;3623
1418;829
1419;571
1420;3264
1421;3561
1422;827
1423;559
1424;3263
1425;3580
1426;803
1427;485
1428;3301
1429;3505
1430;785
1431;629
1432;3310
1433;3597
1434;783
1435;500
1436;3287
1437;3599
1438;802
1439;496
1440;3320
1441;3571
1442;792
1443;519
1444;3454
1445;3547
1446;734
1447;541
1448;3357
1449;3516
1450;747
1451;623
1452;3327
1453;3412
1454;730
1455;574
1456;3367
1457;3407
1458;714
1459;577
1460;3501
1461;3531
1462;695
1463;589
1464;3379
1465;3503
1466;700
1467;590
1468;3389
1469;3514
1470;678
1471;609
1472;3521
1473;3475
1474;620
1475;627
1476;3523
1477;3393
1478;532
1479;647
1480;3431
1481;3325
1482;635
1483;646
1484;3474
1485;3326
1486;635
1487;680
1488;3471
1489;3438
1490;613
1491;657
1492;3493
1493;3409
1494;607
1495;688
1496;3487
1497;3384
1498;604
1499;702
1500;3599
1501;3390
1502;536
1503;707
1504;3603
1505;3375
1506;545
1507;713
1508;3523
1509;3340
1510;475
1511;733
1512;3652
1513;3349
1514;548
1515;770
1516;3543
1517;3335
1518;528
1519;753
1520;3562
1521;3321
1522;507
1523;780
1524;3550
1525;3183
1526;508
1527;834
1528;3583
1529;3295
1530;464
1531;803
1532;3665
1533;3304
1534;376
1535;792
1536;3593
1537;3285
1538;396
1539;811
1540;3640
1541;3137
1542;477
1543;849
1544;3632
1545;3259
1546;461
1547;838
1548;3638
1549;3231
1550;466
1551;845
1552;3619
1553;3071
1554;455
1555;920
1556;3638
1557;3104
1558;388
1559;1048
1560;3665
1561;3201
1562;335
1563;900
1564;3647
1565;3195
1566;351
1567;895
1568;3679
1569;3211
1570;430
1571;899
1572;3667
1573;3184
1574;431
1575;917
1576;3675
1577;3161
1578;409
1579;933
1580;3683
1581;3016
1582;418
1583;994
1584;3698
1585;3028
1586;387
1587;973
1588;3713
1589;3107
1590;360
1591;1089
1592;3723
1593;2949
1594;367
1595;967
1596;3742
1597;3103
1598;379
1599;979
1600;3695
1601;3126
1602;382
1603;984
1604;3727
1605;3103
1606;292
1607;1004
1608;3745
1609;3077
1610;354
1611;1065
1612;3760
1613;2967
1614;348
1615;1163
1616;3743
1617;3053
1618;355
1619;1157
1620;3743
1621;3032
1622;272
1623;1037
1624;3758
1625;3031
1626;339
1627;1049
1628;3747
1629;3015
1630;331
1631;1054
1632;3747
1633;3036
1634;250
1635;1051
1636;3804
1637;3034
1638;267
1639;1133
1640;3850
1641;2997
1642;318
1643;1257
1644;3790
1645;3005
1646;314
1647;1206
1648;3779
1649;2973
1650;314
1651;1089
1652;3767
1653;2989
1654;308
1655;1105
1656;3785
1657;2969
1658;285
1659;1142
1660;3815
1661;2956
1662;215
1663;1130
1664;3837
1665;2973
1666;217
1667;1129
1668;3833
1669;2946
1670;273
1671;1197
1672;3863
1673;2912
1674;169
1675;1185
1676;3825
1677;2876
1678;253
1679;1177
1680;3811
1681;2903
1682;245
1683;1196
1684;3831
1685;2875
1686;249
1687;1375
1688;3855
1689;2831
1690;231
1691;1235
1692;3869
1693;2867
1694;202
1695;1236
1696;3919
1697;2871
1698;232
1699;1224
1700;3936
1701;2829
1702;216
1703;1392
1704;3859
1705;2820
1706;228
1707;1255
1708;3879
1709;2835
1710;216
1711;1261
1712;3867
1713;2839
1714;219
1715;1432
1716;3866
1717;2752
1718;218
1719;1392
1720;3920
1721;2636
1722;214
1723;1283
1724;3951
1725;2801
1726;205
1727;1299
1728;3919
1729;2787
1730;200
1731;1301
1732;3888
1733;2771
1734;216
1735;1313
1736;3889
1737;2759
1738;200
1739;1315
1740;3912
1741;2760
1742;188
1743;1483
1744;3884
1745;2706
1746;203
1747;1441
1748;3893
1749;2740
1750;185
1751;1341
1752;3904
1753;2630
1754;179
1755;1531
1756;3915
1757;2733
1758;178
1759;1351
1760;3901
1761;2730
1762;188
1763;1354
1764;3904
1765;2714
1766;170
1767;1375
1768;3962
1769;2704
1770;168
1771;1422
1772;3929
1773;2624
1774;153
1775;1529
1776;3911
1777;2502
1778;172
1779;1417
1780;3932
1781;2509
1782;149
1783;1454
1784;3969
1785;2661
1786;158
1787;1441
1788;3937
1789;2651
1790;158
1791;1447
1792;3929
1793;2642
1794;153
1795;1429
1796;3982
1797;2628
1798;142
1799;1473
1800;3967
1801;2553
1802;99
1803;1485
1804;3936
1805;2419
1806;148
1807;1488
1808;3964
1809;2461
1810;137
1811;1521
1812;3955
1813;2581
1814;126
1815;1506
1816;3959
1817;2567
1818;148
1819;1513
1820;3966
1821;2536
1822;130
1823;1531
1824;4002
1825;2559
1826;97
1827;1534
1828;3992
1829;2531
1830;128
1831;1567
1832;3965
1833;2479
1834;86
1835;1591
1836;4011
1837;2489
1838;107
1839;1636
1840;3983
1841;2492
1842;101
1843;1598
1844;3975
1845;2483
1846;104
1847;1603
1848;3971
1849;2304
1850;94
1851;1696
1852;4000
1853;2428
1854;89
1855;1641
1856;3991
1857;2466
1858;76
1859;1635
1860;4005
1861;2463
1862;85
1863;1647
1864;4003
1865;2259
1866;85
1867;1681
1868;3997
1869;2428
1870;93
1871;1675
1872;4003
1873;2415
1874;97
1875;1675
1876;4000
1877;2249
1878;88
1879;1756
1880;3989
1881;2287
1882;78
1883;1879
1884;4003
1885;2380
1886;71
1887;1710
1888;3991
1889;2380
1890;62
1891;1693
1892;4015
1893;2367
1894;99
1895;1723
1896;4014
1897;2343
1898;80
1899;1739
1900;4003
1901;2353
1902;73
1903;1743
1904;4005
1905;2175
1906;83
1907;1821
1908;4016
1909;2199
1910;72
1911;1779
1912;4013
1913;2315
1914;69
1915;1905
1916;4019
1917;2117
1918;57
1919;1788
1920;4021
1921;2297
1922;67
1923;1791
1924;4016
1925;2308
1926;92
1927;1795
1928;4024
1929;2300
1930;54
1931;1815
1932;4013
1933;2259
1934;75
1935;1892
1936;4017
1937;2132
1938;72
1939;2028
1940;4015
1941;2231
1942;67
1943;2003
1944;4016
1945;2217
1946;63
1947;1848
1948;4033
1949;2214
1950;68
1951;1860
1952;4017
1953;2228
1954;55
1955;1831
1956;4015
1957;2237
1958;49
1959;1863
1960;4014
1961;2217
1962;55
1963;1956
1964;4031
1965;2183
1966;46
1967;2067
1968;4011
1969;2185
1970;72
1971;2052
1972;4031
1973;2158
1974;68
1975;1909
1976;4032
1977;2174
1978;65
1979;1895
1980;4046
1981;2156
1982;73
1983;1960
1984;4024
1985;2159
1986;66
1987;1907
1988;4026
1989;2157
1990;66
1991;1935
1992;4023
1993;2156
1994;53
1995;1984
1996;4040
1997;2099
1998;49
1999;1973
2000;4035
2001;2094
2002;51
2003;1955
2004;4042
2005;2116
2006;58
2007;1967
2008;4022
2009;2104
2010;50
2011;2141
2012;4014
2013;2038
2014;54
2015;2008
2016;4050
2017;2093
2018;69
2019;1983
2020;4017
2021;2097
2022;54
2023;2015
2024;4030
2025;2060
2026;67
2027;2183
2028;4031
2029;2031
2030;70
2031;2047
2032;4023
2033;2027
2034;52
2035;2047
2036;4027
2037;2019
2038;71
2039;2234
2040;4013
2041;1958
2042;50
2043;2193
2044;4007
2045;1807
2046;75
2047;2088
2048;4003
2049;2007
2050;70
2051;2103
2052;4005
2053;1995
2054;72
2055;2097
2056;4023
2057;1974
2058;75
2059;2111
2060;4041
2061;1958
2062;78
2063;2121
2064;4022
2065;1961
2066;73
2067;2315
2068;4013
2069;1891
2070;59
2071;2253
2072;4035
2073;1919
2074;56
2075;2167
2076;4019
2077;1792
2078;75
2079;2353
2080;4033
2081;1919
2082;77
2083;2187
2084;4021
2085;1916
2086;66
2087;2156
2088;4013
2089;1898
2090;50
2091;2192
2092;4014
2093;1910
2094;69
2095;2206
2096;4007
2097;1836
2098;72
2099;2328
2100;4017
2101;1699
2102;60
2103;2212
2104;4011
2105;1724
2106;64
2107;2252
2108;4022
2109;1869
2110;81
2111;2230
2112;4034
2113;1843
2114;65
2115;2231
2116;4032
2117;1852
2118;75
2119;2236
2120;3991
2121;1831
2122;88
2123;2259
2124;4007
2125;1763
2126;92
2127;2275
2128;4032
2129;1632
2130;63
2131;2295
2132;4021
2133;1689
2134;70
2135;2312
2136;4019
2137;1795
2138;85
2139;2300
2140;4014
2141;1792
2142;88
2143;2294
2144;3995
2145;1764
2146;84
2147;2299
2148;3999
2149;1785
2150;77
2151;2311
2152;3996
2153;1784
2154;90
2155;2311
2156;3999
2157;1723
2158;109
2159;2351
2160;3977
2161;1733
2162;76
2163;2355
2164;4019
2165;1745
2166;80
2167;2333
2168;3995
2169;1749
2170;86
2171;2336
2172;3991
2173;1578
2174;91
2175;2400
2176;3997
2177;1714
2178;86
2179;2384
2180;3967
2181;1722
2182;138
2183;2355
2184;4022
2185;1719
2186;128
2187;2387
2188;3983
2189;1555
2190;89
2191;2396
2192;3989
2193;1688
2194;85
2195;2392
2196;3987
2197;1700
2198;102
2199;2406
2200;3981
2201;1529
2202;86
2203;2473
2204;4009
2205;1553
2206;101
2207;2595
2208;3986
2209;1673
2210;143
2211;2428
2212;3971
2213;1639
2214;146
2215;2423
2216;3973
2217;1665
2218;88
2219;2461
2220;3975
2221;1638
2222;97
2223;2460
2224;3989
2225;1635
2226;98
2227;2447
2228;4002
2229;1447
2230;98
2231;2545
2232;3987
2233;1501
2234;111
2235;2496
2236;3989
2237;1607
2238;128
2239;2612
2240;3958
2241;1425
2242;108
2243;2485
2244;3962
2245;1587
2246;103
2247;2475
2248;3994
2249;1613
2250;124
2251;2493
2252;3987
2253;1583
2254;164
2255;2506
2256;3967
2257;1576
2258;115
2259;2588
2260;3990
2261;1437
2262;110
2263;2692
2264;3955
2265;1541
2266;121
2267;2689
2268;3951
2269;1539
2270;180
2271;2540
2272;3959
2273;1548
2274;129
2275;2565
2276;3950
2277;1515
2278;118
2279;2534
2280;3948
2281;1550
2282;189
2283;2584
2284;3941
2285;1513
2286;162
2287;2635
2288;3879
2289;1507
2290;126
2291;2771
2292;3942
2293;1480
2294;148
2295;2721
2296;3939
2297;1464
2298;148
2299;2597
2300;3955
2301;1484
2302;136
2303;2618
2304;3931
2305;1481
2306;146
2307;2627
2308;3943
2309;1457
2310;200
2311;2599
2312;3942
2313;1474
2314;197
2315;2603
2316;3928
2317;1449
2318;143
2319;2659
2320;3898
2321;1433
2322;216
2323;2648
2324;3939
2325;1427
2326;172
2327;2670
2328;3941
2329;1425
2330;150
2331;2667
2332;3935
2333;1431
2334;152
2335;2830
2336;3913
2337;1372
2338;169
2339;2703
2340;3919
2341;1411
2342;200
2343;2670
2344;3869
2345;1413
2346;185
2347;2688
2348;3869
2349;1363
2350;196
2351;2850
2352;3924
2353;1359
2354;179
2355;2719
2356;3911
2357;1366
2358;192
2359;2723
2360;3915
2361;1337
2362;182
2363;2898
2364;3888
2365;1279
2366;209
2367;2883
2368;3875
2369;1153
2370;198
2371;2771
2372;3829
2373;1288
2374;208
2375;2788
2376;3831
2377;1311
2378;207
2379;2779
2380;3869
2381;1270
2382;208
2383;2821
2384;3879
2385;1271
2386;220
2387;2835
2388;3853
2389;1256
2390;238
2391;3001
2392;3854
2393;1173
2394;218
2395;2953
2396;3865
2397;1192
2398;232
2399;2865
2400;3850
2401;1116
2402;257
2403;3037
2404;3831
2405;1198
2406;258
2407;2869
2408;3855
2409;1223
2410;239
2411;2855
2412;3840
2413;1185
2414;254
2415;2912
2416;3769
2417;1184
2418;277
2419;2911
2420;3806
2421;1141
2422;262
2423;3002
2424;3830
2425;999
2426;253
2427;2919
2428;3825
2429;1040
2430;257
2431;2929
2432;3761
2433;1191
2434;274
2435;2951
2436;3805
2437;1137
2438;282
2439;2958
2440;3806
2441;1147
2442;264
2443;2941
2444;3728
2445;1152
2446;300
2447;2959
2448;3744
2449;1064
2450;366
2451;2963
2452;3805
2453;953
2454;301
2455;2997
2456;3810
2457;1007
2458;278
2459;2995
2460;3791
2461;1106
2462;295
2463;2986
2464;3796
2465;1112
2466;314
2467;3008
2468;3779
2469;1070
2470;292
2471;3015
2472;3677
2473;1085
2474;340
2475;3036
2476;3705
2477;1058
2478;323
2479;3039
2480;3751
2481;1005
2482;416
2483;3071
2484;3662
2485;1017
2486;329
2487;3082
2488;3741
2489;1043
2490;329
2491;3073
2492;3761
2493;1014
2494;343
2495;3055
2496;3742
2497;862
2498;337
2499;3144
2500;3725
2501;983
2502;392
2503;3073
2504;3662
2505;1015
2506;464
2507;3059
2508;3719
2509;1003
2510;451
2511;3084
2512;3711
2513;867
2514;342
2515;3100
2516;3726
2517;1001
2518;353
2519;3079
2520;3727
2521;982
2522;370
2523;3107
2524;3719
2525;849
2526;363
2527;3167
2528;3699
2529;878
2530;398
2531;3255
2532;3702
2533;968
2534;475
2535;3138
2536;3691
2537;963
2538;456
2539;3131
2540;3703
2541;953
2542;386
2543;3152
2544;3687
2545;953
2546;402
2547;3143
2548;3687
2549;940
2550;432
2551;3143
2552;3672
2553;775
2554;397
2555;3230
2556;3668
2557;794
2558;424
2559;3209
2560;3671
2561;887
2562;459
2563;3306
2564;3644
2565;722
2566;440
2567;3247
2568;3617
2569;857
2570;463
2571;3247
2572;3633
2573;836
2574;466
2575;3247
2576;3620
2577;810
2578;582
2579;3268
2580;3552
2581;783
2582;501
2583;3342
2584;3602
2585;702
2586;495
2587;3464
2588;3606
2589;775
2590;495
2591;3421
2592;3561
2593;745
2594;629
2595;3329
2596;3537
2597;745
2598;536
2599;3336
2600;3566
2601;749
2602;548
2603;3341
2604;3555
2605;744
2606;667
2607;3341
2608;3490
2609;743
2610;627
2611;3422
2612;3403
2613;707
2614;577
2615;3497
2616;3518
2617;704
2618;572
2619;3467
2620;3511
2621;695
2622;567
2623;3374
2624;3511
2625;718
2626;590
2627;3374
2628;3520
2629;706
2630;587
2631;3400
